SNO,CO,NOX
23855,739507768472.9266,730160835348.2096
23856,740095307659.2675,730740864627.858
23857,739560225575.4011,730212488198.8591
23858,739693523897.127,730344145436.7329
23859,739451514835.2731,730105188990.3469
23860,739506932363.1307,730159893226.0193
23861,739982076009.09,730629070024.2675
23862,740015631509.1063,730662115225.1686
23863,739438129558.436,730091895246.4873
23864,739429114315.8727,730082974241.6388
23865,740072934928.5598,730718604392.9247
23866,740105344011.7847,730750505414.9764
23867,740442663716.2366,731083528844.3358
23868,740962828425.2609,731597160302.3109
23869,741384142108.2906,732013281301.9856
23870,741063727709.5565,731697164717.6007
23871,741543949706.4115,732171367347.2211
23872,741781690649.93,732406091381.1919
23873,742214323592.1154,732833229247.1293
23874,741813883164.1099,732437791453.5856
23875,742060184364.2168,732680927656.4517
23876,741728694566.2513,732353746564.9537
23877,741160851592.0979,731793191877.234
23878,740978562521.8376,731613061885.6714
23879,741107184776.4995,731739912233.324
23880,741121836972.4613,731754242104.8263
23881,740618300567.2672,731256988152.8495
23882,741260214952.0829,731890734595.9277
23883,741441193967.403,732069377207.5385
23884,741305308695.7134,731935209608.5552
23885,741122905878.2794,731755121881.6946
23886,741370829048.5586,731999902247.3577
23887,740956493931.7733,731590801100.0356
23888,741027451556.6766,731660841077.3013
23889,741036100825.0536,731669382580.7188
23890,741072831909.6284,731705660141.5573
23891,741360820040.171,731989990282.7533
23892,742043516270.7174,732664100267.5076
23893,742095851062.3209,732715873002.9015
23894,741481461548.8424,732109392117.2443
23895,741779273173.7356,732403547665.3086
23896,741682820785.823,732308425256.5756
23897,741350101015.0154,731980029230.9385
23898,741757738023.4846,732382649736.013
23899,741442848848.446,732071800011.9384
23900,741863552544.6604,732487097595.0498
23901,741712230493.6604,732337656319.8419
23902,741493646431.2523,732121755918.3334
23903,741244099865.72,731875313766.6432
23904,741148147416.3693,731780486051.5609
23905,741274823047.1051,731905339850.2128
23906,740660913084.6106,731299087932.0626
23907,740405576444.7125,731046960400.0066
23908,740610308995.0732,731249053381.76
23909,739739259017.4264,730388984714.3813
23910,740606297553.269,731245012035.2264
23911,739891655165.8575,730539375905.1215
23912,739944383786.1887,730591397820.1207
23913,740505064442.9183,731144977060.7117
23914,740462147635.3186,731102585569.9637
23915,740529434906.5973,731169034716.5122
23916,740570659035.014,731209697684.684
23917,741291036393.5477,731921021644.233
23918,741383827961.6106,732012838254.7593
23919,741437484192.8496,732065950152.1538
23920,741531762474.629,732159291014.5233
23921,741334341462.1283,731964542521.6755
23922,741364095734.4546,731994044556.4755
23923,741651248151.9174,732277554904.1742
23924,741006525401.6771,731640952554.8497
23925,741248891632.91,731880184764.5195
23926,741367303893.076,731996919895.5095
23927,741212126188.2657,731843601998.6198
23928,741531381640.6616,732158738274.2269
23929,741513143367.8633,732140710628.1713
23930,741098781919.3048,731731666599.079
23931,741207301867.7114,731838846625.4674
23932,740661434075.81,731299830092.5681
23933,740954165397.3395,731588846185.4794
23934,740684797336.824,731322812311.3031
23935,740329618771.7001,730972017145.2406
23936,740331574860.1453,730973920422.6866
23937,740431004812.3839,731071999182.5815
23938,740648544242.8236,731286770560.8627
23939,740495611170.5814,731135769071.6443
23940,741044306449.116,731677505119.3523
23941,741464471439.9348,732092381765.7485
23942,741464684536.428,732092719229.8224
23943,741086510071.9949,731719478122.6067
23944,741223990586.126,731855269727.4236
23945,740583201831.3269,731222596317.8083
23946,740451741910.2635,731092876931.2437
23947,740852839906.6917,731489040531.9576
23948,740455820712.5945,731097172583.4451
23949,740672171361.6234,731310969652.5828
23950,740571277767.5801,731211366642.6866
23951,740490839863.5956,731131800940.1311
23952,741047836777.0682,731681848388.6647
23953,741036523113.326,731670802574.9307
23954,740383161158.7263,731025747253.1752
23955,740522097052.126,731162903797.9017
23956,740617528900.907,731257062334.7693
23957,740693950035.2178,731332517949.9597
23958,740669123136.3629,731307956636.5065
23959,742027758156.591,732648908050.8832
23960,742089544054.2784,732709969663.9761
23961,741790971467.2809,732415277828.0889
23962,741765612876.3707,732390251256.0479
23963,742006725380.0778,732628350690.6078
23964,740599324145.1062,731238753167.9136
23965,741237351122.7017,731868733352.3942
23966,741610118634.6407,732236725808.3821
23967,741719823929.6208,732344967705.1915
23968,741122973440.4036,731755553573.8127
23969,740958193585.755,731592709232.101
23970,741185056919.7826,731816625186.6836
23971,741237992466.5155,731868815714.4508
23972,741250254380.8206,731880915754.246
23973,740384663054.3708,731026234275.934
23974,740358970172.9027,731000861036.4287
23975,740730091369.3221,731367351648.0431
23976,740345949223.9271,730988059809.6746
23977,740849565049.2474,731485280723.1334
23978,740396702009.9087,731038058632.6012
23979,740133799311.4642,730778405391.0817
23980,735749710881.3868,726449811103.6653
23981,739899161653.4045,730546846722.1764
23982,740945027903.1975,731579544586.6147
23983,740916658902.5947,731551551433.0466
23984,740640042346.8685,731278448576.447
23985,740954520047.9718,731589080407.8854
23986,741204614639.2019,731836285045.3602
23987,740341250520.5485,730984192217.0448
23988,740696221209.1215,731334789600.528
23989,741215550907.904,731847595644.8219
23990,740491895674.6901,731133384462.3934
23991,740077421362.6621,730724505037.3572
23992,740001332467.3049,730649222096.3524
23993,740540416613.2928,731180990765.0322
23994,740485668506.3755,731126670091.4243
23995,740484508751.5715,731125264875.5303
23996,740511955810.8762,731152218071.5404
23997,740323173930.8396,730965799752.3616
23998,740931662852.0428,731566500854.3729
23999,740964622296.9369,731599004294.5968
24000,740885523377.4025,731520901954.8544
24001,741067738318.182,731700788227.598
24002,741104951984.8944,731737536097.0101
24003,741462931215.6987,732090955797.1765
24004,741804005044.2183,732427741011.0306
24005,741735485197.137,732360097850.1898
24006,741780628800.0912,732404763983.8186
24007,741895574469.9669,732518516490.7979
24008,741657460351.1467,732283488083.3396
24009,742173595408.7258,732793146189.5616
24010,742553198528.7401,733167933295.9822
24011,741549487007.3109,732176904829.8232
24012,742152385331.4142,732772146616.1404
24013,741847904486.9742,732471497720.2284
24014,741961035453.4294,732583299256.6316
24015,742142260935.5571,732762307760.5116
24016,741481422552.8903,732109804954.583
24017,741526109306.856,732153815937.2272
24018,742022122491.247,732643417043.1255
24019,741694784917.5548,732320101606.1914
24020,740764323794.6823,731401316572.9445
24021,740813688641.049,731449915586.4932
24022,740131607697.6549,730776401105.0121
24023,739566907585.0648,730218741481.055
24024,741132090995.5822,731764075868.3937
24025,740986683793.7006,731620458118.1611
24026,740657982042.2611,731295892395.7678
24027,740814852697.1346,731450781715.3928
24028,741213352063.1228,731844220924.7384
24029,740994867506.5846,731628490660.2682
24030,741297461645.958,731927243434.375
24031,742302835357.15,732919738929.4717
24032,742158242796.748,732777176579.714
24033,742021613634.2433,732642494680.7842
24034,741589945368.1425,732216528747.983
24035,741390365635.6942,732019596967.8297
24036,741222654570.2643,731853986069.8474
24037,740689584143.9553,731327840228.9646
24038,740723619377.8087,731361326389.8218
24039,740289296283.3159,730932348171.2758
24040,740246268764.6298,730889793654.8738
24041,740196513215.8582,730840669027.2689
24042,739834077788.3022,730482848683.407
24043,739553656442.3972,730205933825.9094
24044,739557695751.0123,730209835355.093
24045,721189072720.9801,712073368436.4888
24046,720177331160.7975,711074363886.9418
24047,718749519208.2855,709664552639.502
24048,719123719014.4357,710033993274.5903
24049,718403227696.1283,709322563335.992
24050,721581450107.9313,712460656267.342
24051,735034375785.2952,725743501395.3387
24052,739085587930.7544,729743476159.0494
24053,724839119564.9712,715677349763.7688
24054,739542910466.221,730195372000.0693
24055,739500919730.5576,730154140475.5275
24056,739723185187.0175,730373705070.8187
24057,739882476422.5863,730531064872.9248
24058,739401104403.3262,730055820234.5479
24059,739525588676.021,730178761649.2749
24060,739641039044.2314,730292764285.2599
24061,739809328767.0278,730458833765.0576
24062,739888093509.0,730536464743.8739
24063,739844267667.3662,730492950745.3734
24064,740348542878.2853,730990527456.1049
24065,739648519168.4207,730299299849.0349
24066,739847088411.6825,730495362429.5105
24067,739753298551.0802,730402772945.7952
24068,722517403356.1528,713384799231.2297
24069,739348280761.0422,730002788025.5403
24070,739956637093.9078,730603452192.4817
24071,739967240361.6451,730613971463.0148
24072,739797985491.0941,730446861622.2189
24073,739878856052.6794,730526686708.0918
24074,739661057827.8348,730311590923.6051
24075,739448611416.7251,730101826858.6189
24076,739852732903.7208,730500841165.3038
24077,740244680654.9393,730887809468.5328
24078,740444974349.1852,731085581294.8765
24079,740341844504.8693,730983836648.0682
24080,741045442498.888,731678627215.7131
24081,741194376856.1537,731825756668.0383
24082,740870053585.4088,731505704020.1327
24083,741008457810.5265,731642599777.1237
24084,741211548573.2526,731843103458.4568
24085,740997351894.1847,731631618665.923
24086,740855436367.8451,731491508562.3132
24087,740865641877.5201,731501568573.1586
24088,741386134492.2179,732015373054.1549
24089,741191433782.6947,731822058877.2745
24090,741754394618.5635,732377694800.9426
24091,741825639470.2047,732448008899.5883
24092,742251658023.9745,732868636263.0604
24093,742594969196.0259,733207665596.1991
24094,742819432988.978,733429445800.9562
24095,742726228197.2363,733337816362.0479
24096,742673377675.1549,733285785017.8923
24097,742533292456.5957,733147583214.1267
24098,742400725352.9703,733016819696.9298
24099,742380786881.0017,732997263327.4255
24100,742566253577.8212,733180560049.0172
24101,742359597246.5828,732976574214.23
24102,742439951611.9957,733055853209.8655
24103,739813528611.1647,730462910304.6685
24104,738305188262.6742,728973539505.9062
24105,738244171686.3292,728913081162.8834
24106,738062787600.8331,728733896574.9911
24107,741397723967.3439,732026491351.4001
24108,741137837112.4695,731769800809.4252
24109,732353891020.9232,723096967080.6934
24110,730828542646.965,721590883034.0714
24111,730915003261.9213,721676240957.3534
24112,730826566047.9794,721588880969.5996
24113,732100055207.917,722846229055.6931
24114,731936037840.1763,722684250224.4569
24115,736845869375.82,727531941561.2589
24116,737729521503.5322,728404383102.3285
24117,742099530241.7587,732718608885.5209
24118,742505695948.8975,733119806033.0172
24119,743977649883.3903,734573839363.0741
24120,729264360965.0372,720047254088.4972
24121,732852604654.5974,723589854030.8348
24122,737998999258.0294,728671170587.6624
24123,737548239623.3032,728226043227.6938
24124,737715848966.316,728391619270.6586
24125,737256608999.741,727938298805.3834
24126,737205908629.2109,727887999334.612
24127,737065142136.8473,727748897924.7816
24128,736704792549.1782,727393063091.8997
24129,736881558502.1108,727567512118.087
24130,736217618091.7493,726911849870.9154
24131,736738626105.7258,727426246774.9673
24132,736572621058.2771,727262391915.1288
24133,736315722760.3234,727008724372.2563
24134,736659717882.1012,727348324375.0657
24135,737140398230.0896,727822886504.3265
24136,737003816840.9359,727687993662.2949
24137,738992763428.4574,729651700807.5537
24138,737720902222.8969,728396249302.0275
24139,737387000817.4463,728067002698.5232
24140,737007661630.826,727692741039.4154
24141,737633927819.3085,728311190063.9425
24142,737505601192.5905,728184391981.3553
24143,737755601382.0254,728431132117.8207
24144,737738398388.1294,728414320991.8246
24145,737461794053.3484,728141484888.9689
24146,737222461221.0105,727905260696.0406
24147,737394020203.1029,728074546086.4641
24148,737256064499.2615,727938044135.8813
24149,737854973244.821,728529198611.4476
24150,737974114561.2848,728646710431.7903
24151,734251791266.9496,724971465344.5251
24152,737668909045.6178,728345258102.4777
24153,737251274367.8595,727932781363.319
24154,736838577636.4207,727525184346.5946
24155,737147199992.6995,727829875370.5309
24156,736886879825.6648,727572928266.1011
24157,736862257228.9247,727548603695.6984
24158,736943279542.8322,727628473767.7539
24159,737191788264.909,727873802582.7753
24160,737157872464.6084,727840339031.0731
24161,737684014175.4088,728359903030.0919
24162,737916533758.1464,728589668213.3706
24163,737382781883.9912,728062912640.9673
24164,737855768066.5713,728529864689.073
24165,737803193536.0934,728478021915.0237
24166,736847791466.8019,727534946649.0465
24167,736798798111.1573,727486741810.1046
24168,736574487176.1909,727265394308.8745
24169,736829098472.451,727516451642.582
24170,736192331166.9253,726887626342.3195
24171,736596367827.8075,727286530008.6853
24172,737014907647.9436,727699756714.1608
24173,736603502076.7258,727293347852.8578
24174,736056324924.3687,726752917711.3676
24175,735835724776.9861,726534946583.1176
24176,735450542274.1248,726154529473.1573
24177,735386257562.6412,726091007292.2987
24178,735341124897.5978,726046446813.5936
24179,734887524133.4158,725598590249.7023
24180,734938382812.8508,725648842403.727
24181,734807301801.9948,725519389654.9565
24182,735128624135.2683,725836586749.0642
24183,724987628757.7367,715823903932.7433
24184,732977999059.926,723713184202.0085
24185,735257081825.0695,725963446159.5135
24186,735216537701.8162,725923342528.0763
24187,735823645719.3309,726522751708.0963
24188,736105490720.9314,726801098616.8474
24189,736154531091.5728,726849639771.2328
24190,735647110310.9819,726349059454.1041
24191,735596733120.3888,726299468655.9489
24192,736064845993.8447,726761707322.8262
24193,735897494747.4469,726596437171.7275
24194,735324740680.9695,726030977046.842
24195,735302404164.7051,726008920749.1133
24196,735887322921.7699,726586374305.292
24197,736040078921.8318,726736995866.6342
24198,736038925388.0276,726735821237.5942
24199,735908430045.8821,726606974641.7123
24200,735536796477.6962,726240117069.6047
24201,736257166145.8081,726951378757.2686
24202,736027149666.5106,726724335368.334
24203,724588882974.4083,715430850335.7568
24204,724887059109.8171,715725249186.6798
24205,721087684994.8547,711973795902.4895
24206,718815016843.2703,709729750508.5475
24207,723171533492.6504,714031231769.292
24208,736723157310.7053,727411487013.2428
24209,736950271197.3994,727635848559.2129
24210,736731369273.6155,727419788297.9277
24211,736682242867.4849,727371347010.799
24212,736879464967.928,727566135876.8975
24213,736969232580.4514,727654766055.4376
24214,737032786302.2739,727717501896.2463
24215,737460407782.3817,728139759891.6123
24216,737081197079.0135,727765308332.0874
24217,737456696972.3762,728136108858.2203
24218,737212647912.8691,727895130536.52
24219,737768897149.2124,728444232358.4663
24220,737857636166.6373,728531707278.8317
24221,737947678892.0076,728620517651.2896
24222,737859621833.6494,728533600639.987
24223,737728073649.8761,728403692365.7196
24224,738145099474.1848,728815388895.0518
24225,738090131889.4401,728761133021.5029
24226,737697080029.7349,728373068791.4479
24227,730705872661.457,721470279881.2074
24228,726486920794.091,717304698743.2014
24229,726635465539.4076,717451318165.8313
24230,722621035631.6569,713487587782.3224
24231,731078074971.5098,721837735440.543
24232,738734716050.5592,729397515051.9634
24233,737995706780.838,728667964696.0759
24234,738606908520.682,729271475541.5239
24235,738578853305.9028,729243906684.8921
24236,738085518325.1252,728756942812.6802
24237,737995651606.4655,728668301681.9882
24238,738225893045.8629,728895741206.7743
24239,738579870517.8214,729245233418.5576
24240,738391895825.7896,729059215201.4597
24241,738766576098.5183,729428790640.2606
24242,738225849295.0032,728894848125.4434
24243,738906534095.2789,729566872477.8962
24244,739720310607.5157,730370362751.6744
24245,739346357154.5923,730001073808.6162
24246,738610591909.1123,729274589603.0883
24247,730734322605.2124,721498025866.5381
24248,728320737664.3394,719114935467.8099
24249,727848699174.7698,718648795879.8318
24250,717186275440.0979,708120988848.7423
24251,723554801661.4767,714408968635.9207
24252,726924575398.5022,717736201534.5436
24253,731463987271.0283,722218189582.9888
24254,739598079506.676,730249380451.0634
24255,739967518957.4777,730614192283.3615
24256,739833002515.3805,730481461218.141
24257,739602529005.6228,730254073451.2612
24258,739524310411.1356,730177035561.0443
24259,739752869186.82,730402871229.6515
24260,739046072589.1392,729705163710.5906
24261,739276694661.434,729932802331.9996
24262,739332360527.0536,729987691949.4493
24263,739414773786.6316,730068997215.0992
24264,739263302622.73,729919402900.7598
24265,738765506622.142,729427821759.8987
24266,739172827941.9839,729829881923.6863
24267,738962236413.2272,729621922254.8975
24268,738549454399.7174,729214362930.0363
24269,738235711991.0281,728904553220.7646
24270,738668062648.2056,729331396181.067
24271,738943872987.8081,729603629538.5883
24272,738746834194.9615,729409064998.5298
24273,738305488908.5006,728973313459.2781
24274,728533280286.4176,719324795717.6681
24275,735074376546.849,725783104212.563
24276,726943145702.515,717754765898.059
24277,734030669852.6606,724752617037.1328
24278,739329069526.5769,729984115622.2683
24279,739205874448.2971,729862536260.4377
24280,738838958743.0652,729500392808.0255
24281,738388851998.7861,729056051184.2086
24282,739292918409.9031,729948762512.6171
24283,738607209746.9908,729271903725.9951
24284,738729518040.28,729392973020.9701
24285,739453600576.7599,730107962871.2136
24286,738456698729.844,729123385184.284
24287,738921172251.9563,729582103792.9609
24288,739139843552.7439,729797992678.7401
24289,739095540065.8424,729754151754.9545
24290,738973573254.7211,729633492902.6313
24291,739586030610.863,730238052962.7643
24292,739024108290.719,729683254041.0411
24293,738508216299.8383,729173935557.9131
24294,739729195253.1846,730379492546.2417
24295,739393757982.2898,730048204211.9047
24296,739027376627.7476,729686398269.0609
24297,739080477141.2948,729738756496.2638
24298,738345817054.6398,729013319438.1514
24299,739231157669.1315,729887313634.9644
24300,739305878470.7792,729961076295.3844
24301,739752409239.9049,730401919336.9664
24302,739959951465.1302,730606838907.3314
24303,740036884106.3856,730682950904.0549
24304,739818233467.148,730467318396.1204
24305,740122411717.644,730767838544.966
24306,740287745891.1577,730931181943.9956
24307,739937999372.2961,730585872885.5984
24308,740029788213.1008,730676513058.511
24309,739961651816.9261,730609263609.5377
24310,739868997996.1936,730517755320.0673
24311,739793954751.2599,730443631227.0103
24312,739473286379.3221,730127032112.3595
24313,739488703043.1582,730142272055.103
24314,739621381486.854,730273176564.3646
24315,739174243444.4723,729831538459.3704
24316,739125844727.7943,729783735666.5696
24317,739500040253.9437,730153211329.4381
24318,739645240423.9775,730296626947.3763
24319,739138826514.9308,729796670832.6458
24320,738649434196.0929,729313548419.7659
24321,737870551401.678,728544446934.3657
24322,738094261488.7108,728765279378.5521
24323,738381316023.8975,729048673323.7838
24324,738169070614.4062,728839111277.875
24325,739459432418.8657,730113076350.6816
24326,739408505693.3265,730062553534.3864
24327,739286061585.5746,729941554219.4777
24328,738880548027.1804,729541408470.1617
24329,738655944192.7186,729319746709.192
24330,738655159191.5178,729318990309.3423
24331,738390026463.798,729057288429.6488
24332,738017268741.3009,728689294547.9625
24333,738727670035.665,729390697192.0989
24334,740054677495.734,730701025421.2844
24335,737444939316.7848,728124324564.859
24336,736832136605.1486,727519129661.4218
24337,737412600155.9119,728092104113.7711
24338,737186830131.3419,727869134802.4318
24339,736855998219.7396,727542372717.458
24340,736616715504.9236,727306038869.6616
24341,736323523650.6924,727016555973.0782
24342,736500543807.8442,727191318844.8699
24343,736603099843.4631,727292473007.2046
24344,736203480930.4205,726897851124.6527
24345,736168280785.136,726863059845.6586
24346,736460738323.8287,727151784346.2283
24347,736520287694.2106,727210577908.9229
24348,736419231207.0377,727110808896.1351
24349,737066333906.2075,727749746038.1201
24350,736929758417.7345,727614975006.7385
24351,737459384937.9277,728138048069.8359
24352,737606137524.8894,728283135420.816
24353,737426189909.511,728105592381.649
24354,736961391595.4167,727646753286.8585
24355,735352136049.2385,726057854990.6912
24356,737421067363.0045,728100765942.9287
24357,737267897146.7543,727949556438.728
24358,736985157992.847,727670359381.4093
24359,737201204206.1766,727883605254.6072
24360,737248638065.1528,727930299321.7451
24361,737181530182.0458,727863874858.4199
24362,737301073408.8717,727981830205.698
24363,737327532415.1946,728007952085.2816
24364,737329912478.253,728010289543.0974
24365,736947902932.9705,727633115583.1581
24366,736964762125.9944,727649743155.842
24367,737116540925.4012,727799595567.0345
24368,737287029940.5006,727967920321.5104
24369,737382453028.8159,728062108190.991
24370,737194633554.0532,727876628770.4735
24371,737356109477.5717,728036024525.6187
24372,737414419508.0765,728093576993.1041
24373,737863862068.2543,728537357127.0978
24374,738022468951.477,728694081402.2324
24375,738227105288.4891,728896159307.112
24376,737444721246.3124,728123716244.0737
24377,738269201900.5487,728937789508.9702
24378,738316966517.7815,728985005452.1897
24379,738081807791.0222,728752881158.3201
24380,738219967473.2742,728889343108.3599
24381,738337561464.9507,729005436537.9333
24382,738473043407.0975,729139293478.4752
24383,738171513897.9138,728841626941.6102
24384,738269995590.16,728938754974.0674
24385,738101163794.2683,728771888964.4879
24386,738050282139.7904,728721530881.9421
24387,738204330005.4373,728873530743.4471
24388,737924293195.6652,728596995904.931
24389,737657452650.4329,728333525936.2318
24390,737528334827.6445,728205942240.8608
24391,737237060233.5553,727918262674.6881
24392,737137497668.314,727819987912.7933
24393,724825060050.9146,715663317916.6453
24394,729386595396.7717,720167204599.1948
24395,737932536656.1272,728605038538.6584
24396,727603627303.2305,718406982547.6224
24397,727143552252.917,717952912561.8412
24398,726827948584.0928,717641379386.8613
24399,727311469787.4773,718118838422.4027
24400,726815255825.5659,717628945449.2267
24401,726193863678.8325,717015448156.2833
24402,726718228774.7826,717533176082.233
24403,726354983212.467,717174514815.6694
24404,722071548363.458,712945138657.9908
24405,722880621428.643,713743896988.3314
24406,722189706991.7521,713061626747.9612
24407,722545729487.0343,713413052676.964
24408,722776094249.584,713640463613.7775
24409,736659893937.4121,727348570973.3752
24410,736514535735.7137,727205013209.3204
24411,736606998866.2408,727296283858.9235
24412,731431832937.7733,722186621121.2756
24413,735710576126.7905,726411227389.3013
24414,732549214727.1394,723289854118.3062
24415,732463501882.0022,723205222459.6132
24416,735776623454.8721,726476365302.1831
24417,736600063054.8239,727289442178.2079
24418,736993256666.3611,727677683349.3279
24419,736795632937.1497,727482595468.5172
24420,736089616737.9248,726785568362.0717
24421,740016791683.5524,730662920530.7628
24422,742031587029.6261,732652173191.473
24423,736864252208.4198,727550476059.1959
24424,741999502280.2028,732620641259.6155
24425,742067420505.4252,732687725044.2993
24426,741898641273.6892,732521093060.5378
24427,741775467728.6764,732399438036.3779
24428,741658997423.9777,732284434508.491
24429,716512625211.4421,707455930623.0646
24430,730556230228.8541,721322174297.271
24431,735573607409.1034,726276039581.819
24432,736548797755.5374,727238911307.4388
24433,736182648109.9424,726877314898.659
24434,736101451154.707,726797112939.17
24435,736276577655.1406,726970047104.8688
24436,737112394282.8551,727795272578.5437
24437,736780800686.4724,727467918730.5146
24438,737477644529.7356,728155975777.6782
24439,737517311667.4547,728195175443.6553
24440,737313774369.5034,727994314828.4368
24441,736971255875.8849,727656168816.246
24442,737617421635.1293,728294290120.9381
24443,737853223293.7662,728527223019.8867
24444,737656756907.5159,728333307862.4949
24445,737495730114.5321,728174472192.1053
24446,737478290049.4092,728157276052.1654
24447,737297954515.5046,727979196216.4196
24448,737684308821.9199,728360653935.2148
24449,737217115491.8761,727899292914.5657
24450,737588775700.1594,728266122117.2584
24451,737793645490.177,728468276434.3838
24452,737801543936.5331,728475985990.121
24453,737286995514.0161,727967930840.7653
24454,737146239506.8391,727828924541.4735
24455,736900551361.507,727586289751.9277
24456,736866239492.2743,727552367157.4464
24457,736697669584.0148,727386054390.2748
24458,731036707616.5771,721796908722.402
24459,724362131259.6426,715206841454.9283
24460,730891168616.6086,721653276174.2134
24461,724575690875.5164,715417681766.4783
24462,728050275997.3745,718848031192.6917
24463,736040068128.5042,726736629871.7246
24464,736587678922.5986,727277405520.3628
24465,736262969586.6876,726956894288.386
24466,725652633695.0197,716480464737.6459
24467,736159800632.6637,726854836427.2362
24468,737070681841.9119,727754388257.1963
24469,737377398821.8549,728057340702.5563
24470,737297703263.3317,727978782830.1797
24471,737519722198.9657,728198170346.1183
24472,737274457859.8748,727956011071.7035
24473,736963206856.5594,727648717046.9999
24474,736984028286.3042,727669313801.7369
24475,737222902980.9469,727905260571.57
24476,737450100240.6184,728129569246.393
24477,737473256689.3657,728152329300.7859
24478,737404887320.4695,728084502762.4683
24479,737444323161.5752,728123293803.0865
24480,737509155121.2546,728187262256.6383
24481,737370349418.9647,728050132582.0729
24482,737312127899.6309,727992672551.9177
24483,737249092296.8068,727930326786.7139
24484,736998174229.1515,727682564247.4713
24485,737306474962.1812,727986927722.2783
24486,736536829680.6912,727226971221.3092
24487,737076333351.4817,727759659057.3606
24488,733800831824.2112,724525687081.865
24489,725992982863.8309,716816629283.0626
24490,733734945144.4987,724460641558.9597
24491,737474740239.1776,728153213381.8298
24492,737534364422.387,728212143444.6
24493,737447580446.0154,728126554747.0244
24494,737462684903.863,728141631280.6577
24495,737422710065.5271,728102246804.4517
24496,737214743580.0541,727897008903.2289
24497,737148682789.5675,727831534783.7957
24498,736829737444.6426,727516778896.2712
24499,737067431229.2886,727751524497.6815
24500,737173643716.6227,727856376888.5284
24501,737220823534.524,727902965983.978
24502,737480130681.4839,728158896344.3121
24503,737317329507.1985,727998065879.6588
24504,737328904090.5548,728009384750.7075
24505,737211220781.8901,727893091452.7864
24506,737029526605.7957,727713634089.781
24507,736769579652.6112,727456891556.0103
24508,737694758284.41,728370282454.0597
24509,737148717576.8364,727831101191.0607
24510,737427206377.2168,728106030064.56
24511,737124306770.8198,727806915197.2107
24512,737139089947.1062,727821491308.3661
24513,737297721421.2368,727978097001.3252
24514,737569731517.5853,728246686115.4143
24515,737814655746.4651,728488554047.5481
24516,738259729862.0485,728928056877.2003
24517,738692268006.4447,729355249838.1056
24518,738780465264.2661,729442659056.4951
24519,739119197482.6195,729777322687.1371
24520,737953439465.2429,728626445311.8131
24521,737519143335.1287,728197734955.7927
24522,738438978104.7324,729105872127.3309
24523,738223260011.6976,728892839127.8147
24524,738304247068.4806,728972723324.9221
24525,738047199736.4711,728718879057.2863
24526,738306896858.8313,728975136432.2256
24527,738126857177.3359,728797215415.5103
24528,737450917643.6001,728129772098.3242
24529,737264184819.8595,727945364140.9927
24530,736823808387.6934,727510504665.8241
24531,736776184794.8811,727463533778.2368
24532,736477408091.0732,727168577897.4482
24533,736300835800.5284,726994363867.3413
24534,736057164227.0867,726753824546.5382
24535,736108110708.9319,726804001582.1348
24536,732372498634.5848,723115637936.6725
24537,717929133151.365,708854869690.5072
24538,731455776321.8597,722210537881.4475
24539,736406836731.9406,727099046743.7219
24540,737016918269.0638,727701479501.3815
24541,737954645448.6936,728627325891.35
24542,736988216237.0322,727673154631.7277
24543,735467796153.9974,726172006111.6329
24544,736368964685.4384,727061799498.4344
24545,735980569177.6102,726678318429.9553
24546,736228499416.2833,726923044533.5328
24547,735982503312.3735,726680084119.6666
24548,735819877192.6115,726519522777.622
24549,735832130880.5977,726531564267.4186
24550,735464785440.5002,726168774252.5596
24551,737468873232.7318,728147428511.7186
24552,736790236973.8097,727477405287.3888
24553,735162183616.1595,725869990168.6481
24554,735817902224.2012,726517363386.3369
24555,732882499723.308,723619064142.4541
24556,724462744601.0833,715305822888.4227
24557,724541570557.731,715383642839.5896
24558,724614994041.3544,715456117680.6505
24559,724698301863.1578,715538358515.4292
24560,726016546271.5458,716839890460.231
24561,736914194503.0657,727599747978.6353
24562,737334574881.0145,728014796675.1508
24563,737190817544.733,727872883452.5873
24564,737799317856.2242,728473750591.3934
24565,737740478128.1442,728415780768.5924
24566,737131381231.5137,727814476670.0518
24567,737647532215.5118,728324109424.5698
24568,737817423980.9077,728491820313.6112
24569,737488871354.7441,728167304166.2417
24570,737927524770.7992,728600376135.8359
24571,737845540061.8674,728519417606.9225
24572,738218141941.0488,728887248588.085
24573,738448310410.1417,729114450645.5449
24574,739195132469.9845,729851787475.0737
24575,744026043431.4694,734621553702.5156
24576,744784891723.5865,735370669286.4038
24577,739408146180.8677,730061940082.6469
24578,739485005048.886,730137833529.5724
24579,739483880887.5542,730136730381.0779
24580,739113066183.3491,729770597045.427
24581,739499436928.3003,730152101195.4575
24582,739230175416.5581,729886239744.3615
24583,730335392643.6825,721104042025.3802
24584,736272648303.6497,726966203311.4218
24585,740999920538.1017,731633673419.1624
24586,740627946840.3298,731266511917.2156
24587,739876280411.2246,730524412369.4797
24588,741088842545.8429,731721667154.6609
24589,741254519205.6791,731885321359.1823
24590,740823781765.3287,731460127876.3088
24591,741108278093.3981,731741091816.7499
24592,741148664059.9528,731780999275.3473
24593,741129047344.7201,731761617570.8657
24594,745439745887.9609,736017528228.1312
24595,744396516832.3478,734987765835.5507
24596,746803159425.8729,737363836065.7991
24597,745817455911.2903,736390159748.3202
24598,746101213139.3656,736670122969.1338
24599,740996682533.9437,731630346603.3632
